"DATE_","ID","TSECS","SPECIES","LATITUDE","LONGITUDE","CONTBEH","DIST2COL","Observed_2State","Observed_3State","Observed_StateTw"
"2010-06-23",12,27534,"Common tern",55.3196,-1.50976,"TS",2407.02794,"Travelling","Transit search","Foraging"
"2010-06-23",12,27535,"Common tern",55.31959,-1.50959,"TS",2415.54987,"Travelling","Transit search","Foraging"
"2010-06-23",12,27536,"Common tern",55.31958,-1.50942,"TS",2424.09035,"Travelling","Transit search","Foraging"
"2010-06-23",12,27537,"Common tern",55.31955,-1.50925,"TS",2434.18719,"Travelling","Transit search","Foraging"
"2010-06-23",12,27538,"Common tern",55.31952,-1.50908,"TS",2444.29447,"Travelling","Transit search","Foraging"
"2010-06-23",12,27539,"Common tern",55.31949,-1.50891,"TS",2454.41208,"Travelling","Transit search","Foraging"
"2010-06-23",12,27540,"Common tern",55.31946,-1.50874,"TS",2464.53988,"Travelling","Transit search","Foraging"
"2010-06-23",12,27541,"Common tern",55.31943,-1.50857,"TS",2474.67775,"Travelling","Transit search","Foraging"
"2010-06-23",12,27542,"Common tern",55.3194,-1.5084,"TS",2485.33302,"Travelling","Transit search","Foraging"
"2010-06-23",12,27543,"Common tern",55.31936,-1.50823,"TS",2495.99607,"Travelling","Transit search","Foraging"
"2010-06-23",12,27544,"Common tern",55.31932,-1.50806,"TS",2506.66684,"Travelling","Transit search","Foraging"
"2010-06-23",12,27545,"Common tern",55.31929,-1.50789,"TS",2517.3452,"Travelling","Transit search","Foraging"
"2010-06-23",12,27546,"Common tern",55.31925,-1.50772,"TS",2528.03108,"Travelling","Transit search","Foraging"
"2010-06-23",12,27547,"Common tern",55.31921,-1.50755,"TS",2538.72436,"Travelling","Transit search","Foraging"
"2010-06-23",12,27548,"Common tern",55.31918,-1.50738,"TS",2549.42496,"Travelling","Transit search","Foraging"
"2010-06-23",12,27549,"Common tern",55.31914,-1.50721,"TS",2560.13278,"Travelling","Transit search","Foraging"
"2010-06-23",12,27550,"Common tern",55.3191,-1.50704,"TS",2570.84775,"Travelling","Transit search","Foraging"
"2010-06-23",12,27551,"Common tern",55.31907,-1.50687,"TS",2581.56977,"Travelling","Transit search","Foraging"
"2010-06-23",12,27552,"Common tern",55.31902,-1.50671,"TS",2592.5763,"Travelling","Transit search","Foraging"
"2010-06-23",12,27553,"Common tern",55.31897,-1.50655,"TS",2603.58625,"Travelling","Transit search","Foraging"
"2010-06-23",12,27554,"Common tern",55.31893,-1.50639,"TS",2614.59958,"Travelling","Transit search","Foraging"
"2010-06-23",12,27555,"Common tern",55.31888,-1.50623,"TS",2625.61625,"Travelling","Transit search","Foraging"
"2010-06-23",12,27556,"Common tern",55.31883,-1.50607,"TS",2636.63621,"Travelling","Transit search","Foraging"
"2010-06-23",12,27557,"Common tern",55.31877,-1.50593,"TS",2648.04498,"Travelling","Transit search","Foraging"
"2010-06-23",12,27558,"Common tern",55.3187,-1.50579,"TS",2659.4538,"Travelling","Transit search","Foraging"
"2010-06-23",12,27559,"Common tern",55.31863,-1.50566,"TS",2670.86265,"Travelling","Transit search","Foraging"
"2010-06-23",12,27560,"Common tern",55.31857,-1.50552,"TS",2682.27155,"Travelling","Transit search","Foraging"
