"DATE","ID","SPECIES","TSECS","LATITUDE","LONGITUDE","CONTBEH","observed_state","DISTKM","DIST2COL_km"
"2010-06-26",1,"Arctic",30569,56.19132,-2.54305,"AS","Foraging",0.00371,0.86631
"2010-06-26",1,"Arctic",30570,56.19128,-2.54305,"AS","Foraging",0.00371,0.86406
"2010-06-26",1,"Arctic",30571,56.19125,-2.54305,"AS","Foraging",0.00371,0.86182
"2010-06-26",1,"Arctic",30572,56.19122,-2.54305,"AS","Foraging",0.00371,0.85959
"2010-06-26",1,"Arctic",30573,56.19118,-2.54305,"AS","Foraging",0.00371,0.85737
"2010-06-26",1,"Arctic",30574,56.19115,-2.54305,"AS","Foraging",0.00482,0.85516
"2010-06-26",1,"Arctic",30575,56.19111,-2.54305,"AS","Foraging",0.00482,0.85231
"2010-06-26",1,"Arctic",30576,56.19106,-2.54305,"AS","Foraging",0.00482,0.84947
"2010-06-26",1,"Arctic",30577,56.19102,-2.54305,"AS","Foraging",0.00482,0.84665
"2010-06-26",1,"Arctic",30578,56.19098,-2.54305,"AS","Foraging",0.00482,0.84385
"2010-06-26",1,"Arctic",30579,56.19093,-2.54305,"AS","Foraging",0.00559,0.84106
"2010-06-26",1,"Arctic",30580,56.19088,-2.54306,"AS","Foraging",0.00559,0.83737
"2010-06-26",1,"Arctic",30581,56.19083,-2.54307,"AS","Foraging",0.00559,0.83369
