"COLONY","DATE_","ID","SPECIES","TSECS","LATITUDE","LONGITUDE","CONTBEH","observed_state","DISTKM","DIST_COL_K","STAGE","COMPLETE"
"Cockle Island, Groomsport","2010-06-16",12,"Arctic",57015,54.68085,-5.6184,"DF","Travelling",0.00386,0.2569,"Incubation",1
"Cockle Island, Groomsport","2010-06-16",12,"Arctic",57016,54.68088,-5.61838,"DF","Travelling",0.00386,0.25985,"Incubation",1
"Cockle Island, Groomsport","2010-06-16",12,"Arctic",57017,54.68092,-5.61837,"DF","Travelling",0.00386,0.26282,"Incubation",1
"Cockle Island, Groomsport","2010-06-16",12,"Arctic",57018,54.68095,-5.61835,"DF","Travelling",0.00386,0.26582,"Incubation",1
"Cockle Island, Groomsport","2010-06-16",12,"Arctic",57019,54.68098,-5.61833,"DF","Travelling",0.00386,0.26884,"Incubation",1
"Cockle Island, Groomsport","2010-06-16",12,"Arctic",57020,54.68102,-5.61832,"DF","Travelling",0.00392,0.27189,"Incubation",1
"Cockle Island, Groomsport","2010-06-16",12,"Arctic",57021,54.68105,-5.61834,"DF","Travelling",0.00392,0.27581,"Incubation",1
"Cockle Island, Groomsport","2010-06-16",12,"Arctic",57022,54.68108,-5.61836,"DF","Travelling",0.00392,0.27974,"Incubation",1
"Cockle Island, Groomsport","2010-06-16",12,"Arctic",57023,54.68112,-5.61838,"DF","Travelling",0.00392,0.28366,"Incubation",1
"Cockle Island, Groomsport","2010-06-16",12,"Arctic",57024,54.68115,-5.6184,"DF","Travelling",0.00392,0.28759,"Incubation",1
"Cockle Island, Groomsport","2010-06-16",12,"Arctic",57025,54.68118,-5.61842,"DF","Travelling",0.00494,0.29151,"Incubation",1
"Cockle Island, Groomsport","2010-06-16",12,"Arctic",57026,54.68121,-5.61847,"DF","Travelling",0.00494,0.29597,"Incubation",1
"Cockle Island, Groomsport","2010-06-16",12,"Arctic",57027,54.68124,-5.61853,"DF","Travelling",0.00494,0.30044,"Incubation",1
"Cockle Island, Groomsport","2010-06-16",12,"Arctic",57028,54.68127,-5.61859,"DF","Travelling",0.00494,0.30493,"Incubation",1
"Cockle Island, Groomsport","2010-06-16",12,"Arctic",57029,54.6813,-5.61864,"DF","Travelling",0.00494,0.30943,"Incubation",1
"Cockle Island, Groomsport","2010-06-16",12,"Arctic",57030,54.68133,-5.6187,"DF","Travelling",0,0.31394,"Incubation",1
"Cockle Island, Groomsport","2010-06-16",12,"Arctic",57031,54.68135,-5.61877,"AS","Foraging",0.00502,0.3178,"Incubation",1
"Cockle Island, Groomsport","2010-06-16",12,"Arctic",57032,54.68137,-5.61884,"AS","Foraging",0.00502,0.32169,"Incubation",1
"Cockle Island, Groomsport","2010-06-16",12,"Arctic",57033,54.68139,-5.61891,"AS","Foraging",0.00502,0.32561,"Incubation",1
"Cockle Island, Groomsport","2010-06-16",12,"Arctic",57034,54.68141,-5.61898,"AS","Foraging",0.00502,0.32956,"Incubation",1
"Cockle Island, Groomsport","2010-06-16",12,"Arctic",57035,54.68143,-5.61905,"AS","Foraging",0.00353,0.33354,"Incubation",1
"Cockle Island, Groomsport","2010-06-16",12,"Arctic",57036,54.68145,-5.6191,"AS","Foraging",0.00353,0.33655,"Incubation",1
"Cockle Island, Groomsport","2010-06-16",12,"Arctic",57037,54.68147,-5.61914,"AS","Foraging",0.00353,0.33956,"Incubation",1
"Cockle Island, Groomsport","2010-06-16",12,"Arctic",57038,54.68148,-5.61919,"AS","Foraging",0.00353,0.34258,"Incubation",1
"Cockle Island, Groomsport","2010-06-16",12,"Arctic",57039,54.6815,-5.61924,"AS","Foraging",0.00353,0.34561,"Incubation",1
"Cockle Island, Groomsport","2010-06-16",12,"Arctic",57040,54.68152,-5.61928,"AS","Foraging",0.00453,0.34865,"Incubation",1
"Cockle Island, Groomsport","2010-06-16",12,"Arctic",57041,54.68154,-5.61934,"AS","Foraging",0.00453,0.35289,"Incubation",1
"Cockle Island, Groomsport","2010-06-16",12,"Arctic",57042,54.68157,-5.61939,"AS","Foraging",0.00453,0.35713,"Incubation",1
"Cockle Island, Groomsport","2010-06-16",12,"Arctic",57043,54.6816,-5.61944,"AS","Foraging",0.00453,0.36138,"Incubation",1
"Cockle Island, Groomsport","2010-06-16",12,"Arctic",57044,54.68162,-5.6195,"AS","Foraging",0.00453,0.36564,"Incubation",1
"Cockle Island, Groomsport","2010-06-16",12,"Arctic",57045,54.68165,-5.61955,"AS","Foraging",0.00494,0.3699,"Incubation",1
"Cockle Island, Groomsport","2010-06-16",12,"Arctic",57046,54.68169,-5.61958,"AS","Foraging",0.00494,0.37484,"Incubation",1
"Cockle Island, Groomsport","2010-06-16",12,"Arctic",57047,54.68173,-5.61962,"AS","Foraging",0.00494,0.37978,"Incubation",1
"Cockle Island, Groomsport","2010-06-16",12,"Arctic",57048,54.68177,-5.61965,"AS","Foraging",0.00494,0.38472,"Incubation",1
"Cockle Island, Groomsport","2010-06-16",12,"Arctic",57049,54.68181,-5.61968,"AS","Foraging",0.00494,0.38965,"Incubation",1
"Cockle Island, Groomsport","2010-06-16",12,"Arctic",57050,54.68185,-5.61972,"AS","Foraging",0.00781,0.39459,"Incubation",1
"Cockle Island, Groomsport","2010-06-16",12,"Arctic",57051,54.68192,-5.61973,"AS","Foraging",0.00781,0.40174,"Incubation",1
"Cockle Island, Groomsport","2010-06-16",12,"Arctic",57052,54.68199,-5.61974,"AS","Foraging",0.00781,0.40891,"Incubation",1
"Cockle Island, Groomsport","2010-06-16",12,"Arctic",57053,54.68206,-5.61975,"AS","Foraging",0.00781,0.41611,"Incubation",1
"Cockle Island, Groomsport","2010-06-16",12,"Arctic",57054,54.68213,-5.61976,"AS","Foraging",0.00781,0.42333,"Incubation",1
"Cockle Island, Groomsport","2010-06-16",12,"Arctic",57055,54.6822,-5.61977,"AS","Foraging",0.00852,0.43056,"Incubation",1
"Cockle Island, Groomsport","2010-06-16",12,"Arctic",57056,54.68228,-5.61977,"AS","Foraging",0.00852,0.4382,"Incubation",1
"Cockle Island, Groomsport","2010-06-16",12,"Arctic",57057,54.68235,-5.61977,"AS","Foraging",0.00852,0.44587,"Incubation",1
"Cockle Island, Groomsport","2010-06-16",12,"Arctic",57058,54.68243,-5.61977,"AS","Foraging",0.00852,0.45358,"Incubation",1
"Cockle Island, Groomsport","2010-06-16",12,"Arctic",57059,54.68251,-5.61977,"AS","Foraging",0.00852,0.46131,"Incubation",1
